Date,Symbol,Security Name,Client Name,Buy / Sell,Quantity Traded,Reported Currency,Exchange Name,Trade Price
"January 04, 2024",LATTEYS,Latteys Industries Ltd,****************************** PVT LTD,0,"4,00,000",USD,NSE,0.39
"January 04, 2024",LATTEYS,Latteys Industries Ltd,****************************** PVT LTD,1,"2,00,002",USD,NSE,0.39
"January 04, 2024",LATTEYS,Latteys Industries Ltd,***************************************TE LIMITED,0,"4,00,000",USD,NSE,0.39
"January 04, 2024",LATTEYS,Latteys Industries Ltd,***************************************TE LIMITED,1,"4,00,000",USD,NSE,0.39
"January 04, 2024",LATTEYS,Latteys Industries Ltd,***************************** LIMITED,0,"8,44,992",USD,NSE,0.41
"January 04, 2024",LATTEYS,Latteys Industries Ltd,***************************** LIMITED,1,"8,35,158",USD,NSE,0.4
"January 04, 2024",LATTEYS,Latteys Industries Ltd,******************T LTD,0,"6,75,055",USD,NSE,0.39
"January 04, 2024",LATTEYS,Latteys Industries Ltd,******************T LTD,1,"5,66,079",USD,NSE,0.39
"January 04, 2024",LATTEYS,Latteys Industries Ltd,*****************BHATT,0,"1,00,000",USD,NSE,0.39
"January 04, 2024",LATTEYS,Latteys Industries Ltd,*****************BHATT,1,"5,68,116",USD,NSE,0.39
"January 04, 2024",LLOYDS-RE,LLOYDS ENGG WORK LIMITED,**********************PRASAD,1,"6,00,000",USD,NSE,0.3
"January 04, 2024",LLOYDS-RE,LLOYDS ENGG WORK LIMITED,************* HUF,1,"3,50,000",USD,NSE,0.3
"January 04, 2024",MAHASTEEL,Mahamaya Steel Inds Ltd,********************ES LLP,0,"35,475",USD,NSE,1.39
"January 04, 2024",MAHASTEEL,Mahamaya Steel Inds Ltd,********************ES LLP,1,"87,970",USD,NSE,1.41
"January 04, 2024",MAHASTEEL,Mahamaya Steel Inds Ltd,****************************** LIMITED,0,"1,36,982",USD,NSE,1.41
"January 04, 2024",MAHASTEEL,Mahamaya Steel Inds Ltd,****************************** LIMITED,1,"1,36,982",USD,NSE,1.41
"January 04, 2024",MAITREYA,Maitreya Medicare Limited,**************IJAL,0,"35,200",USD,NSE,1.65
"January 04, 2024",MARSHALL,Marshall Machines Ltd,**********RMA,0,"2,82,919",USD,NSE,0.58
"January 04, 2024",MARSHALL,Marshall Machines Ltd,***********************IMITED,1,"2,50,370",USD,NSE,0.58
"January 04, 2024",MITTAL,Mittal Life Style Limited,************************LIMITED,0,"18,50,000",USD,NSE,0.03
"January 04, 2024",MITTAL,Mittal Life Style Limited,************************LIMITED,1,"17,23,610",USD,NSE,0.03
"January 04, 2024",MITTAL,Mittal Life Style Limited,************ADAV,1,"26,51,000",USD,NSE,0.03
"January 04, 2024",MOHITIND,Mohit Industries Ltd,********AR,0,"1,00,653",USD,NSE,0.21
"January 04, 2024",MOHITIND,Mohit Industries Ltd,********AR,1,20,USD,NSE,0.22
"January 04, 2024",MTNL,Maha Tel Nigam Ltd.,***********************AL LLP,0,"25,53,765",USD,NSE,0.42
"January 04, 2024",MTNL,Maha Tel Nigam Ltd.,***********************AL LLP,1,"25,53,765",USD,NSE,0.42
"January 04, 2024",MTNL,Maha Tel Nigam Ltd.,****************ITED,0,"24,41,753",USD,NSE,0.42
"January 04, 2024",MTNL,Maha Tel Nigam Ltd.,****************ITED,1,"24,33,148",USD,NSE,0.42
"January 04, 2024",MTNL,Maha Tel Nigam Ltd.,************* LLP,0,"14,07,054",USD,NSE,0.42
"January 04, 2024",MTNL,Maha Tel Nigam Ltd.,************* LLP,1,"16,94,122",USD,NSE,0.42
"January 04, 2024",ONDOOR,On Door Concepts Limited,*************VYAS,0,"17,400",USD,NSE,3.74
"January 04, 2024",ONDOOR,On Door Concepts Limited,*************VYAS,1,"35,400",USD,NSE,3.75
"January 04, 2024",PARAS,Paras Def and Spce Tech L,***********************AL LLP,0,"2,54,846",USD,NSE,9.38
"January 04, 2024",PARAS,Paras Def and Spce Tech L,***********************AL LLP,1,"2,54,846",USD,NSE,9.39
"January 04, 2024",PERFECT,Perfect Infraengineer Ltd,****************************IMITED .,0,"72,000",USD,NSE,0.27
"January 04, 2024",PERFECT,Perfect Infraengineer Ltd,****************************IMITED .,1,"36,000",USD,NSE,0.26
"January 04, 2024",PURVA,Puravankara Limited,***********************AL LLP,0,"11,91,712",USD,NSE,2.54
"January 04, 2024",PURVA,Puravankara Limited,***********************AL LLP,1,"11,91,712",USD,NSE,2.54
"January 04, 2024",RAILTEL,Railtel Corp of Ind Ltd,****************AKKAR,0,"19,07,890",USD,NSE,4.3
"January 04, 2024",RAILTEL,Railtel Corp of Ind Ltd,****************AKKAR,1,"19,07,890",USD,NSE,4.31
"January 04, 2024",RBZJEWEL,RBZ Jewellers Limited,************************LIMTED,1,"2,00,000",USD,NSE,1.69
"January 04, 2024",ROCKINGDCE,Rockingdeals Circu Eco L,********************ARVEN,1,"34,000",USD,NSE,4.4
"January 04, 2024",ROXHITECH,Rox Hi Tech Limited,************************************** STAR FUND,1,"1,18,400",USD,NSE,2.13
"January 04, 2024",RPOWER,Reliance Power Limited,***********************AL LLP,0,"5,26,19,863",USD,NSE,0.34
"January 04, 2024",RPOWER,Reliance Power Limited,***********************AL LLP,1,"5,26,19,863",USD,NSE,0.34
"January 04, 2024",RPOWER,Reliance Power Limited,****************ITED,0,"8,63,80,394",USD,NSE,0.34
"January 04, 2024",RPOWER,Reliance Power Limited,****************ITED,1,"8,56,60,900",USD,NSE,0.34
"January 04, 2024",RPOWER,Reliance Power Limited,*****************MITED,0,"3,82,26,887",USD,NSE,0.35
"January 04, 2024",RPOWER,Reliance Power Limited,*****************MITED,1,"4,31,17,667",USD,NSE,0.35
"January 04, 2024",RPOWER,Reliance Power Limited,****************************** LIMITED,0,"5,27,03,068",USD,NSE,0.35
"January 04, 2024",RPOWER,Reliance Power Limited,****************************** LIMITED,1,"5,27,03,068",USD,NSE,0.35
"January 04, 2024",SAGARDEEP,Sagardeep Alloys Limited,*********************** PATEL,1,"98,700",USD,NSE,0.48
"January 04, 2024",SAGARDEEP,Sagardeep Alloys Limited,*******************USINH,0,"2,88,300",USD,NSE,0.48
"January 04, 2024",SAGARDEEP,Sagardeep Alloys Limited,*******************USINH,1,"3,64,377",USD,NSE,0.47
"January 04, 2024",SAGARDEEP,Sagardeep Alloys Limited,************ANKI,0,"1,08,100",USD,NSE,0.48
"January 04, 2024",SAGARDEEP,Sagardeep Alloys Limited,************ANKI,1,"1,10,600",USD,NSE,0.47
"January 04, 2024",SAGARDEEP,Sagardeep Alloys Limited,****************************** LIMITED,0,"1,42,315",USD,NSE,0.45
"January 04, 2024",SAGARDEEP,Sagardeep Alloys Limited,****************************** LIMITED,1,"1,42,315",USD,NSE,0.45
"January 04, 2024",SAKUMA,Sakuma Exports Limited,***********************AL LLP,0,"12,23,219",USD,NSE,0.26
"January 04, 2024",SAKUMA,Sakuma Exports Limited,***********************AL LLP,1,"12,23,219",USD,NSE,0.26
"January 04, 2024",SATINDLTD,Sat Industries Limited,***********************AL LLP,0,"8,76,744",USD,NSE,1.58
"January 04, 2024",SATINDLTD,Sat Industries Limited,***********************AL LLP,1,"8,76,744",USD,NSE,1.58
"January 04, 2024",SBGLP,Suratwwala Bus Group Ltd,************ LLP,0,"1,47,911",USD,NSE,7.29
"January 04, 2024",SBGLP,Suratwwala Bus Group Ltd,************ LLP,1,"1,47,911",USD,NSE,7.32
"January 04, 2024",SBGLP,Suratwwala Bus Group Ltd,****************E LLP,0,"1,40,000",USD,NSE,7.32
"January 04, 2024",SBGLP,Suratwwala Bus Group Ltd,****************E LLP,1,"30,000",USD,NSE,7.19
"January 04, 2024",SCHAND,S Chand And Company Ltd,***********************AL LLP,0,"2,10,022",USD,NSE,3.79
"January 04, 2024",SCHAND,S Chand And Company Ltd,***********************AL LLP,1,"2,10,022",USD,NSE,3.78
"January 04, 2024",SHANTI,Shanti Overseas (Ind) Ltd,*********OLE,1,"65,602",USD,NSE,0.23
"January 04, 2024",SHRIRAMPPS,Shriram Properties Ltd,***********************AL LLP,0,"11,85,105",USD,NSE,1.6
"January 04, 2024",SHRIRAMPPS,Shriram Properties Ltd,***********************AL LLP,1,"11,85,105",USD,NSE,1.6
"January 04, 2024",SHRITECH,Shri Techtex Limited,***************ARIA,0,"1,32,000",USD,NSE,1.02
"January 04, 2024",SIGIND,Signet Industries Limited,****************RVEDI,0,"1,55,042",USD,NSE,0.88
"January 04, 2024",SIGIND,Signet Industries Limited,**************GARG,0,"7,335",USD,NSE,0.88
"January 04, 2024",SIGIND,Signet Industries Limited,**************GARG,1,"2,45,593",USD,NSE,0.88
"January 04, 2024",SJLOGISTIC,S J Logistics (India) Ltd,***************SHAH,0,"3,00,000",USD,NSE,2.24
"January 04, 2024",SJLOGISTIC,S J Logistics (India) Ltd,***************SHAH,1,"3,00,000",USD,NSE,2.23
"January 04, 2024",SJLOGISTIC,S J Logistics (India) Ltd,**********NGH,0,"75,000",USD,NSE,2.12
"January 04, 2024",SNOWMAN,Snowman Logistics Ltd.,***********************AL LLP,0,"9,90,608",USD,NSE,0.8
"January 04, 2024",SNOWMAN,Snowman Logistics Ltd.,***********************AL LLP,1,"9,90,608",USD,NSE,0.8
"January 04, 2024",SNOWMAN,Snowman Logistics Ltd.,****************ITED,0,"9,12,833",USD,NSE,0.8
"January 04, 2024",SNOWMAN,Snowman Logistics Ltd.,****************ITED,1,"9,16,601",USD,NSE,0.8
"January 04, 2024",SOBHA,Sobha Limited,***************************** LIMITED,0,"5,09,500",USD,NSE,15.23
"January 04, 2024",SOBHA,Sobha Limited,***********************AL LLP,0,"9,31,311",USD,NSE,14.88
"January 04, 2024",SOBHA,Sobha Limited,***********************AL LLP,1,"9,31,311",USD,NSE,14.89
"January 04, 2024",SOBHA,Sobha Limited,****************************** LIMITED,0,"6,18,568",USD,NSE,15.27
"January 04, 2024",SOBHA,Sobha Limited,****************************** LIMITED,1,"6,18,568",USD,NSE,15.28
"January 04, 2024",SUPREMEPWR,Supreme Power Equipment L,****************************** PVT LTD,0,"1,34,000",USD,NSE,1.5
"January 04, 2024",TRACXN,Tracxn Technologies Ltd,***********************AL LLP,0,"7,96,277",USD,NSE,1.36
"January 04, 2024",TRACXN,Tracxn Technologies Ltd,***********************AL LLP,1,"7,96,277",USD,NSE,1.36
"January 04, 2024",TRACXN,Tracxn Technologies Ltd,************ LTD,1,"5,80,000",USD,NSE,1.37
"January 04, 2024",UFO,UFO Moviez India Ltd.,***********************AL LLP,0,"2,28,943",USD,NSE,1.51
"January 04, 2024",UFO,UFO Moviez India Ltd.,***********************AL LLP,1,"2,28,943",USD,NSE,1.51
"January 04, 2024",URJA,Urja Global Limited,****************ITED,0,"37,62,153",USD,NSE,0.19
"January 04, 2024",URJA,Urja Global Limited,****************ITED,1,"39,50,231",USD,NSE,0.19
"January 04, 2024",URJA,Urja Global Limited,************* LLP,0,"31,41,915",USD,NSE,0.19
"January 04, 2024",URJA,Urja Global Limited,************* LLP,1,"31,53,040",USD,NSE,0.19
"January 04, 2024",USK,Udayshivakumar Infra Ltd,****************ITED,0,"2,49,949",USD,NSE,0.56
"January 04, 2024",USK,Udayshivakumar Infra Ltd,****************ITED,1,"2,90,857",USD,NSE,0.56
"January 04, 2024",VAKRANGEE,Vakrangee Limited,***********************AL LLP,0,"97,29,514",USD,NSE,0.26
"January 04, 2024",VAKRANGEE,Vakrangee Limited,***********************AL LLP,1,"97,29,514",USD,NSE,0.26
"January 04, 2024",VAKRANGEE,Vakrangee Limited,****************ITED,0,"1,45,13,272",USD,NSE,0.26
"January 04, 2024",VAKRANGEE,Vakrangee Limited,****************ITED,1,"1,43,31,880",USD,NSE,0.26
"January 04, 2024",VAKRANGEE,Vakrangee Limited,************* LLP,0,"80,57,371",USD,NSE,0.26
"January 04, 2024",VAKRANGEE,Vakrangee Limited,************* LLP,1,"80,73,675",USD,NSE,0.26
"January 04, 2024",VCL,Vaxtex Cotfab Limited,***********ISE,1,"18,03,578",USD,NSE,0.02
"January 04, 2024",VIKASLIFE,Vikas Lifecare Limited,****************************LIMITED,0,"71,21,223",USD,NSE,0.07
"January 04, 2024",VIKASLIFE,Vikas Lifecare Limited,****************************LIMITED,1,"85,33,525",USD,NSE,0.07
"January 04, 2024",VIKASLIFE,Vikas Lifecare Limited,**************************************TE LIMITED,0,"1,32,51,210",USD,NSE,0.07
"January 04, 2024",VIKASLIFE,Vikas Lifecare Limited,**************************************TE LIMITED,1,"38,88,426",USD,NSE,0.07
"January 04, 2024",VIKASLIFE,Vikas Lifecare Limited,**************************** PVT LTD,0,"1,66,44,987",USD,NSE,0.07
"January 04, 2024",VIKASLIFE,Vikas Lifecare Limited,**************************** PVT LTD,1,"1,62,01,106",USD,NSE,0.07
"January 04, 2024",VIKASLIFE,Vikas Lifecare Limited,************* LLP,0,"1,57,27,355",USD,NSE,0.07
"January 04, 2024",VIKASLIFE,Vikas Lifecare Limited,************* LLP,1,"1,56,22,415",USD,NSE,0.07
"January 04, 2024",VIKASLIFE,Vikas Lifecare Limited,******************************* LIMITED,0,"2,34,91,196",USD,NSE,0.07
"January 04, 2024",VIKASLIFE,Vikas Lifecare Limited,******************************* LIMITED,1,"2,34,91,196",USD,NSE,0.07
"January 04, 2024",VISESHINFO,Visesh Infotecnics Limite,***************************************TE LIMITED,0,"2,00,00,000",USD,NSE,0.01
"January 04, 2024",VISESHINFO,Visesh Infotecnics Limite,***************************************TE LIMITED,1,"1,12,50,000",USD,NSE,0.01
"January 04, 2024",VIVIDHA,Visagar Polytex Ltd,*********************T. LTD,0,"28,31,335",USD,NSE,0.01
"January 04, 2024",VIVIDHA,Visagar Polytex Ltd,*********************T. LTD,1,"19,02,636",USD,NSE,0.01
"January 05, 2024",ADSL,Allied Digital Services L,***********************AL LLP,0,"5,53,694",USD,NSE,1.74
"January 05, 2024",ADSL,Allied Digital Services L,***********************AL LLP,1,"5,53,694",USD,NSE,1.74
"January 05, 2024",AGNI,Agni Green Power Ltd,************************************LIMITED  .,0,"1,05,000",USD,NSE,0.41
"January 05, 2024",AGNI,Agni Green Power Ltd,************************************LIMITED  .,1,"5,000",USD,NSE,0.4
"January 05, 2024",AKSHAR,Akshar Spintex Limited,***************************************TE LIMITED,1,"18,00,000",USD,NSE,0.06
"January 05, 2024",AKSHAR,Akshar Spintex Limited,***************************LIMITED,0,"20,00,000",USD,NSE,0.06
"January 05, 2024",AKSHAR,Akshar Spintex Limited,***************************LIMITED,1,"15,00,000",USD,NSE,0.06
"January 05, 2024",AKSHAR,Akshar Spintex Limited,************************LIMITED,0,"20,00,000",USD,NSE,0.06
"January 05, 2024",AKSHAR,Akshar Spintex Limited,************************LIMITED,1,"20,00,000",USD,NSE,0.06
"January 05, 2024",ALMONDZ,Almondz Global Securities,**************** LTD,0,"4,53,622",USD,NSE,1.63
"January 05, 2024",ALMONDZ,Almondz Global Securities,**************** LTD,1,"3,28,772",USD,NSE,1.64
"January 05, 2024",ALMONDZ,Almondz Global Securities,***********************AL LLP,0,"1,86,345",USD,NSE,1.5
"January 05, 2024",ALMONDZ,Almondz Global Securities,***********************AL LLP,1,"1,86,345",USD,NSE,1.5
"January 05, 2024",ALMONDZ,Almondz Global Securities,*********************VT LTD,0,"2,06,088",USD,NSE,1.62
"January 05, 2024",ALMONDZ,Almondz Global Securities,*********************VT LTD,1,"75,991",USD,NSE,1.65
"January 05, 2024",ANMOL,Anmol India Limited,*************** LTD,0,"3,06,468",USD,NSE,0.74
"January 05, 2024",ANMOL,Anmol India Limited,*************** LTD,1,"3,06,468",USD,NSE,0.73
"January 05, 2024",ASIANTILES,Asian Granito India Limit,*****************MITED,1,"12,51,897",USD,NSE,0.87
"January 05, 2024",AUROIMPEX,Auro Impex  & Chemicals L,****************************IMITED .,0,"1,02,400",USD,NSE,1.05
"January 05, 2024",AUROIMPEX,Auro Impex  & Chemicals L,****************************IMITED .,1,"1,02,400",USD,NSE,1.05
"January 05, 2024",BCLIND,BCL Industries Limited,***********************AL LLP,0,"15,38,399",USD,NSE,0.9
"January 05, 2024",BCLIND,BCL Industries Limited,***********************AL LLP,1,"15,38,399",USD,NSE,0.91
"January 05, 2024",CHEMBOND,Chembond Chemicals Ltd,***********************AL LLP,0,"89,877",USD,NSE,7.43
"January 05, 2024",CHEMBOND,Chembond Chemicals Ltd,***********************AL LLP,1,"89,877",USD,NSE,7.44
"January 05, 2024",DIL,Debock Industries Limited,***************************************TE LIMITED,1,"9,97,935",USD,NSE,0.12
"January 05, 2024",DISHTV,Dish TV India Limited,**************************************TE LIMITED,0,"1,56,07,884",USD,NSE,0.25
"January 05, 2024",DISHTV,Dish TV India Limited,**************************************TE LIMITED,1,"28,38,407",USD,NSE,0.26
"January 05, 2024",DISHTV,Dish TV India Limited,***********************AL LLP,0,"1,90,22,461",USD,NSE,0.25
"January 05, 2024",DISHTV,Dish TV India Limited,***********************AL LLP,1,"1,90,22,461",USD,NSE,0.25
"January 05, 2024",DISHTV,Dish TV India Limited,****************ITED,0,"1,91,09,358",USD,NSE,0.25
"January 05, 2024",DISHTV,Dish TV India Limited,****************ITED,1,"2,08,32,543",USD,NSE,0.25
"January 05, 2024",DISHTV,Dish TV India Limited,*****************MITED,0,"96,30,690",USD,NSE,0.26
"January 05, 2024",DISHTV,Dish TV India Limited,*****************MITED,1,"50,35,600",USD,NSE,0.26
"January 05, 2024",DISHTV,Dish TV India Limited,************* LLP,0,"1,14,01,205",USD,NSE,0.25
"January 05, 2024",DISHTV,Dish TV India Limited,************* LLP,1,"1,25,02,721",USD,NSE,0.25
"January 05, 2024",DOLLEX,Dollex Agrotech Limited,**********VER,1,"1,60,000",USD,NSE,0.6
"January 05, 2024",ESSENTIA,Integra Essentia Limited,***************************************TE LIMITED,0,"32,12,902",USD,NSE,0.13
"January 05, 2024",ESSENTIA,Integra Essentia Limited,***************************************TE LIMITED,1,"52,12,902",USD,NSE,0.13
"January 05, 2024",ESSENTIA,Integra Essentia Limited,************************IMITED,0,"26,18,536",USD,NSE,0.13
"January 05, 2024",ESSENTIA,Integra Essentia Limited,************************IMITED,1,"31,01,023",USD,NSE,0.13
"January 05, 2024",GEPIL,GE Power India Limited,***********************AL LLP,0,"10,89,134",USD,NSE,3.15
"January 05, 2024",GEPIL,GE Power India Limited,***********************AL LLP,1,"10,89,134",USD,NSE,3.15
"January 05, 2024",GEPIL,GE Power India Limited,************* LLP,0,"3,14,621",USD,NSE,3.15
"January 05, 2024",GEPIL,GE Power India Limited,************* LLP,1,"3,53,903",USD,NSE,3.16
"January 05, 2024",GICL,Globe Intl Carriers Ltd,****************REKH,1,"3,81,000",USD,NSE,0.6
"January 05, 2024",GICL,Globe Intl Carriers Ltd,*********MAR,0,"3,99,000",USD,NSE,0.6
"January 05, 2024",GTL,GTL Limited,*********AIN,0,"27,30,075",USD,NSE,0.2
"January 05, 2024",GTL,GTL Limited,********************PATEL,1,"11,00,000",USD,NSE,0.2
"January 05, 2024",GTL,GTL Limited,****************************** PVT LTD,0,"26,74,470",USD,NSE,0.2
"January 05, 2024",GTL,GTL Limited,****************************** PVT LTD,1,"27,54,440",USD,NSE,0.2
"January 05, 2024",GTL,GTL Limited,************ING,0,"15,46,807",USD,NSE,0.2
"January 05, 2024",GTL,GTL Limited,************ING,1,"20,96,807",USD,NSE,0.2
"January 05, 2024",IBREALEST,Indiabulls Real Estate Li,**************************************TE LIMITED,0,"11,51,622",USD,NSE,1.2
"January 05, 2024",IBREALEST,Indiabulls Real Estate Li,**************************************TE LIMITED,1,"32,38,305",USD,NSE,1.18
"January 05, 2024",IBREALEST,Indiabulls Real Estate Li,***********************AL LLP,0,"64,03,820",USD,NSE,1.19
"January 05, 2024",IBREALEST,Indiabulls Real Estate Li,***********************AL LLP,1,"64,03,820",USD,NSE,1.19
"January 05, 2024",IBREALEST,Indiabulls Real Estate Li,****************ITED,0,"39,16,952",USD,NSE,1.18
"January 05, 2024",IBREALEST,Indiabulls Real Estate Li,****************ITED,1,"42,83,849",USD,NSE,1.18
"January 05, 2024",INDIAGLYCO,India Glycols Ltd,***********************AL LLP,0,"1,88,915",USD,NSE,11.39
"January 05, 2024",INDIAGLYCO,India Glycols Ltd,***********************AL LLP,1,"1,88,915",USD,NSE,11.4
"January 05, 2024",INVENTURE,Inventure Gro & Sec Ltd,**************************** PVT LTD,0,"80,17,332",USD,NSE,0.04
"January 05, 2024",INVENTURE,Inventure Gro & Sec Ltd,**************************** PVT LTD,1,"70,36,149",USD,NSE,0.04
"January 05, 2024",INVENTURE,Inventure Gro & Sec Ltd,************************LIMITED,0,"3,00,000",USD,NSE,0.04
"January 05, 2024",INVENTURE,Inventure Gro & Sec Ltd,************************LIMITED,1,"62,00,000",USD,NSE,0.04
"January 05, 2024",IPL,India Pesticides Limited,********************T LTD,0,"7,18,688",USD,NSE,4.48
"January 05, 2024",IPL,India Pesticides Limited,********************T LTD,1,"7,18,688",USD,NSE,4.46
"January 05, 2024",KBCGLOBAL,KBC Global Limited,**************************************TE LIMITED,0,"59,28,129",USD,NSE,0.03
"January 05, 2024",KBCGLOBAL,KBC Global Limited,************ING,0,"60,00,501",USD,NSE,0.03
"January 05, 2024",KBCGLOBAL,KBC Global Limited,************ING,1,"39,00,000",USD,NSE,0.03
"January 05, 2024",KBCGLOBAL,KBC Global Limited,********PAL,0,"58,59,088",USD,NSE,0.03
"January 05, 2024",KBCGLOBAL,KBC Global Limited,********PAL,1,"42,04,413",USD,NSE,0.03
"January 05, 2024",KBCGLOBAL,KBC Global Limited,***************************LIMITED,0,"60,00,000",USD,NSE,0.03
"January 05, 2024",KBCGLOBAL,KBC Global Limited,***************************LIMITED,1,"25,00,000",USD,NSE,0.03
"January 05, 2024",KBCGLOBAL,KBC Global Limited,********************ES LTD,0,"42,41,628",USD,NSE,0.03
"January 05, 2024",KBCGLOBAL,KBC Global Limited,********************ES LTD,1,"67,96,566",USD,NSE,0.03
"January 05, 2024",KCP,KCP Ltd,***********************AL LLP,0,"7,98,650",USD,NSE,2.13
"January 05, 2024",KCP,KCP Ltd,***********************AL LLP,1,"7,98,650",USD,NSE,2.13
"January 05, 2024",LATTEYS,Latteys Industries Ltd,*********OND,0,"8,80,317",USD,NSE,0.36
"January 05, 2024",LATTEYS,Latteys Industries Ltd,*********OND,1,"8,80,317",USD,NSE,0.36
"January 05, 2024",LATTEYS,Latteys Industries Ltd,***********************IMITED,0,"3,64,823",USD,NSE,0.36
"January 05, 2024",LATTEYS,Latteys Industries Ltd,***********************IMITED,1,"3,59,005",USD,NSE,0.36
"January 05, 2024",LATTEYS,Latteys Industries Ltd,***************************** LIMITED,0,"6,20,575",USD,NSE,0.37
"January 05, 2024",LATTEYS,Latteys Industries Ltd,***************************** LIMITED,1,"6,30,409",USD,NSE,0.37
"January 05, 2024",LRRPL,Lead Rec And Rub Prod Ltd,*****************N HUF,1,"60,000",USD,NSE,0.43
"January 05, 2024",MADHAV,Madhav Marbles and Granit,***********WAL,0,"60,000",USD,NSE,0.86
"January 05, 2024",MADHAV,Madhav Marbles and Granit,***********WAL,1,"30,000",USD,NSE,0.85
"January 05, 2024",MADHAV,Madhav Marbles and Granit,*********************************************VATE LIMITED,0,"61,035",USD,NSE,0.86
"January 05, 2024",MADHAV,Madhav Marbles and Granit,*********************************************VATE LIMITED,1,"61,035",USD,NSE,0.86
"January 05, 2024",MADHAV,Madhav Marbles and Granit,************RWAL,0,"4,05,297",USD,NSE,0.83
"January 05, 2024",MADHAV,Madhav Marbles and Granit,************RWAL,1,"1,85,297",USD,NSE,0.86
"January 05, 2024",MARINETRAN,Marinetrans India Limited,****************AWAD,0,"72,000",USD,NSE,0.55
"January 05, 2024",MIRZAINT,Mirza International Ltd.,***********************AL LLP,0,"28,32,694",USD,NSE,0.64
"January 05, 2024",MIRZAINT,Mirza International Ltd.,***********************AL LLP,1,"28,32,694",USD,NSE,0.64
"January 05, 2024",MIRZAINT,Mirza International Ltd.,************* LLP,0,"6,76,648",USD,NSE,0.65
"January 05, 2024",MIRZAINT,Mirza International Ltd.,************* LLP,1,"7,02,541",USD,NSE,0.65
"January 05, 2024",MITTAL,Mittal Life Style Limited,************************LIMITED,0,"49,09,549",USD,NSE,0.03
"January 05, 2024",MITTAL,Mittal Life Style Limited,************************LIMITED,1,"55,00,000",USD,NSE,0.03
"January 05, 2024",MITTAL,Mittal Life Style Limited,****************REWAL,0,"39,00,100",USD,NSE,0.03
"January 05, 2024",MITTAL,Mittal Life Style Limited,****************REWAL,1,"39,00,100",USD,NSE,0.03
"January 05, 2024",MTNL,Maha Tel Nigam Ltd.,***********************AL LLP,0,"20,65,152",USD,NSE,0.43
"January 05, 2024",MTNL,Maha Tel Nigam Ltd.,***********************AL LLP,1,"20,65,152",USD,NSE,0.43
"January 05, 2024",MTNL,Maha Tel Nigam Ltd.,****************ITED,0,"31,07,507",USD,NSE,0.43
"January 05, 2024",MTNL,Maha Tel Nigam Ltd.,****************ITED,1,"32,99,665",USD,NSE,0.43
"January 05, 2024",MTNL,Maha Tel Nigam Ltd.,************* LLP,0,"14,07,415",USD,NSE,0.43
"January 05, 2024",MTNL,Maha Tel Nigam Ltd.,************* LLP,1,"14,37,908",USD,NSE,0.43
"January 05, 2024",OLECTRA,Olectra Greentech Limited,***********************AL LLP,0,"10,92,035",USD,NSE,17.44
"January 05, 2024",OLECTRA,Olectra Greentech Limited,***********************AL LLP,1,"10,92,035",USD,NSE,17.45
"January 05, 2024",ONELIFECAP,Onelife Cap Advisors Ltd,*****************UDHKA,1,"88,470",USD,NSE,0.2
"January 05, 2024",OSIAHYPER,Osia Hyper Retail Ltd,**************************************TE LIMITED,0,"3,00,836",USD,NSE,0.63
"January 05, 2024",OSIAHYPER,Osia Hyper Retail Ltd,**************************************TE LIMITED,1,"9,50,861",USD,NSE,0.61
"January 05, 2024",OSIAHYPER,Osia Hyper Retail Ltd,****************AKKAR,0,"9,87,536",USD,NSE,0.64
"January 05, 2024",OSIAHYPER,Osia Hyper Retail Ltd,****************AKKAR,1,"7,87,436",USD,NSE,0.65
"January 05, 2024",OSIAHYPER,Osia Hyper Retail Ltd,************************IMITED,0,"7,15,728",USD,NSE,0.61
"January 05, 2024",OSIAHYPER,Osia Hyper Retail Ltd,************************IMITED,1,"7,15,728",USD,NSE,0.64
"January 05, 2024",OSIAHYPER,Osia Hyper Retail Ltd,********************IMITED,0,"9,43,003",USD,NSE,0.61
"January 05, 2024",OSIAHYPER,Osia Hyper Retail Ltd,********************IMITED,1,"9,23,006",USD,NSE,0.61
"January 05, 2024",OSIAHYPER,Osia Hyper Retail Ltd,******************MITED,1,"7,00,000",USD,NSE,0.6
"January 05, 2024",OSIAHYPER,Osia Hyper Retail Ltd,**************************LIMITED,1,"9,00,000",USD,NSE,0.6
"January 05, 2024",PERFECT,Perfect Infraengineer Ltd,****************************IMITED .,0,"72,000",USD,NSE,0.32
"January 05, 2024",PERFECT,Perfect Infraengineer Ltd,****************************IMITED .,1,"90,000",USD,NSE,0.3
"January 05, 2024",PERFECT,Perfect Infraengineer Ltd,**********ESH,0,"1,20,000",USD,NSE,0.32
"January 05, 2024",PRAMARA,Pramara Promotions Ltd,****************************IMITED .,0,"70,000",USD,NSE,1.41
"January 05, 2024",PRAMARA,Pramara Promotions Ltd,****************************IMITED .,1,"52,000",USD,NSE,1.4
"January 05, 2024",RBZJEWEL,RBZ Jewellers Limited,****************TRAGE,1,"4,00,000",USD,NSE,1.75
"January 05, 2024",ROXHITECH,Rox Hi Tech Limited,************NSAL,0,"1,15,200",USD,NSE,2.24
"January 05, 2024",ROXHITECH,Rox Hi Tech Limited,************NSAL,1,"1,15,200",USD,NSE,2.24
"January 05, 2024",RPOWER,Reliance Power Limited,**************************************TE LIMITED,0,"20,06,876",USD,NSE,0.39
