Date,Symbol,Security Name,Client Name,Buy / Sell,Quantity Traded,Reported Currency,Exchange Name,Trade Price
"January 02, 2024",RAJMET,Rajnandini Metal Limited,***********************AL LLP,0,"26,06,162",USD,NSE,0.16
"January 02, 2024",RAJMET,Rajnandini Metal Limited,***********************AL LLP,1,"26,06,162",USD,NSE,0.16
"January 02, 2024",RAJMET,Rajnandini Metal Limited,********************MEHTA,1,"20,00,000",USD,NSE,0.17
"January 02, 2024",RAJMET,Rajnandini Metal Limited,******************S LLP,0,"48,953",USD,NSE,0.16
"January 02, 2024",RAJMET,Rajnandini Metal Limited,******************S LLP,1,"17,47,254",USD,NSE,0.17
"January 02, 2024",RAJSREESUG,Rajshree Sugars & Chem,****************************** LIMITED,0,"2,07,982",USD,NSE,0.91
"January 02, 2024",RAJSREESUG,Rajshree Sugars & Chem,****************************** LIMITED,1,"2,07,982",USD,NSE,0.91
"January 02, 2024",RCF,Rashtriya Chem Fert Ltd.,***********************AL LLP,0,"29,27,640",USD,NSE,2.06
"January 02, 2024",RCF,Rashtriya Chem Fert Ltd.,***********************AL LLP,1,"29,27,640",USD,NSE,2.06
"January 02, 2024",RIIL,Reliance Indl Infra Ltd,***********************AL LLP,0,"1,31,563",USD,NSE,17.02
"January 02, 2024",RIIL,Reliance Indl Infra Ltd,***********************AL LLP,1,"1,31,563",USD,NSE,17.02
"January 02, 2024",RPOWER,Reliance Power Limited,****************ITED,0,"2,99,84,769",USD,NSE,0.29
"January 02, 2024",RPOWER,Reliance Power Limited,****************ITED,1,"3,18,60,537",USD,NSE,0.29
"January 02, 2024",SAGARDEEP,Sagardeep Alloys Limited,*********MPY,0,"3,61,888",USD,NSE,0.37
"January 02, 2024",SAGARDEEP,Sagardeep Alloys Limited,*********MPY,1,"3,61,380",USD,NSE,0.38
"January 02, 2024",SAIFL,Sameera Agro And Infra L,************************LIMITED,1,"95,200",USD,NSE,1.95
"January 02, 2024",SAIFL,Sameera Agro And Infra L,******************AKKAR,0,"1,00,000",USD,NSE,1.95
"January 02, 2024",SANGINITA,Sanginita Chemicals Limit,**************************** LIMITED,0,"1,00,000",USD,NSE,0.49
"January 02, 2024",SANGINITA,Sanginita Chemicals Limit,**************************** LIMITED,1,"1,00,000",USD,NSE,0.48
"January 02, 2024",SANGINITA,Sanginita Chemicals Limit,**************SHRA,0,"1,20,000",USD,NSE,0.49
"January 02, 2024",SANGINITA,Sanginita Chemicals Limit,************************************LIMITED  .,0,"50,000",USD,NSE,0.49
"January 02, 2024",SANGINITA,Sanginita Chemicals Limit,************************************LIMITED  .,1,"1,00,000",USD,NSE,0.48
"January 02, 2024",SARVESHWAR,Sarveshwar Foods Limited,*******************MITED,1,"48,04,343",USD,NSE,0.07
"January 02, 2024",SATIN,Satin Credit Net Ltd,***********************AL LLP,0,"13,17,313",USD,NSE,3.23
"January 02, 2024",SATIN,Satin Credit Net Ltd,***********************AL LLP,1,"13,17,313",USD,NSE,3.23
"January 02, 2024",SIGACHI,Sigachi Industries Ltd,***********************AL LLP,0,"25,32,728",USD,NSE,0.69
"January 02, 2024",SIGACHI,Sigachi Industries Ltd,***********************AL LLP,1,"25,32,728",USD,NSE,0.69
"January 02, 2024",SOLARA,Solara Active Pha Sci Ltd,***********************AL LLP,0,"6,24,561",USD,NSE,4.75
"January 02, 2024",SOLARA,Solara Active Pha Sci Ltd,***********************AL LLP,1,"6,24,561",USD,NSE,4.75
"January 02, 2024",SPARC,Sun Pharma Advanced Resea,***********************AL LLP,0,"22,55,109",USD,NSE,3.97
"January 02, 2024",SPARC,Sun Pharma Advanced Resea,***********************AL LLP,1,"22,55,109",USD,NSE,3.97
"January 02, 2024",SPIC,Southern Petro Ind Corp,***********************AL LLP,0,"14,41,048",USD,NSE,1.02
"January 02, 2024",SPIC,Southern Petro Ind Corp,***********************AL LLP,1,"14,41,048",USD,NSE,1.02
"January 02, 2024",STAR,Strides Pharma ScienceLtd,*********************E LTD.,0,"5,94,000",USD,NSE,7.91
"January 02, 2024",SUBROS,Subros Ltd,***********************AL LLP,0,"3,82,396",USD,NSE,7.37
"January 02, 2024",SUBROS,Subros Ltd,***********************AL LLP,1,"3,82,396",USD,NSE,7.37
"January 02, 2024",URJA,Urja Global Limited,****************ITED,0,"23,28,934",USD,NSE,0.18
"January 02, 2024",URJA,Urja Global Limited,****************ITED,1,"28,35,659",USD,NSE,0.18
"January 02, 2024",VIKASLIFE,Vikas Lifecare Limited,*****************MITED,0,"74,55,922",USD,NSE,0.06
"January 02, 2024",VIKASLIFE,Vikas Lifecare Limited,*****************MITED,1,"47,59,936",USD,NSE,0.06
"January 02, 2024",VIKASLIFE,Vikas Lifecare Limited,************* LLP,0,"83,23,044",USD,NSE,0.06
"January 02, 2024",VIKASLIFE,Vikas Lifecare Limited,************* LLP,1,"83,23,044",USD,NSE,0.06
"January 02, 2024",VIKASLIFE,Vikas Lifecare Limited,******************************* LIMITED,0,"90,00,239",USD,NSE,0.06
"January 02, 2024",VIKASLIFE,Vikas Lifecare Limited,******************************* LIMITED,1,"90,00,239",USD,NSE,0.06
"January 02, 2024",VIPULLTD,Vipul Limited,***************************** LIMITED,1,"8,02,970",USD,NSE,0.22
"January 02, 2024",WINDLAS,Windlas Biotech Limited,***********************AL LLP,0,"4,09,737",USD,NSE,6.21
"January 02, 2024",WINDLAS,Windlas Biotech Limited,***********************AL LLP,1,"4,09,737",USD,NSE,6.21
"January 02, 2024",WINDLAS,Windlas Biotech Limited,*****************MITED,0,"1,50,028",USD,NSE,6.14
"January 02, 2024",WINDLAS,Windlas Biotech Limited,*****************MITED,1,"96,128",USD,NSE,6.25
"January 02, 2024",ZUARI,Zuari Agro Chemicals Ltd,***********************AL LLP,0,"2,53,185",USD,NSE,2.42
"January 02, 2024",ZUARI,Zuari Agro Chemicals Ltd,***********************AL LLP,1,"2,53,185",USD,NSE,2.42
"January 03, 2024",AKANKSHA,Akanksha Power N Infra L,*************LASH,0,"1,18,000",USD,NSE,0.74
"January 03, 2024",AKANKSHA,Akanksha Power N Infra L,*****************BHOOT,0,"1,82,000",USD,NSE,0.74
"January 03, 2024",AKANKSHA,Akanksha Power N Infra L,****************************** PVT LTD,0,"1,80,000",USD,NSE,0.78
"January 03, 2024",ALPSINDUS,Alps Industries Ltd.,***************************************TE LIMITED,1,"3,00,000",USD,NSE,0.03
"January 03, 2024",APEX,Apex Frozen Foods Limited,***********************AL LLP,0,"1,81,067",USD,NSE,2.82
"January 03, 2024",APEX,Apex Frozen Foods Limited,***********************AL LLP,1,"1,81,067",USD,NSE,2.82
"January 03, 2024",ARSHIYA,Arshiya Limited,***********************IMITED,1,"25,00,000",USD,NSE,0.1
"January 03, 2024",ARSHIYA,Arshiya Limited,***************************************TE LIMITED,0,"15,08,993",USD,NSE,0.1
"January 03, 2024",ATL,Allcargo Terminals Ltd,***********************AL LLP,0,"13,84,789",USD,NSE,0.7
"January 03, 2024",ATL,Allcargo Terminals Ltd,***********************AL LLP,1,"13,84,891",USD,NSE,0.7
"January 03, 2024",BAJEL,Bajel Projects Limited,****************************** LIMITED,0,"16,02,454",USD,NSE,1.4
"January 03, 2024",BANKA,Banka BioLoo Limited,****************************** PVT LTD,0,"1,44,740",USD,NSE,1.68
"January 03, 2024",BANKA,Banka BioLoo Limited,****************************** PVT LTD,1,"60,005",USD,NSE,1.62
"January 03, 2024",BANKA,Banka BioLoo Limited,****************************** LIMITED,0,"71,300",USD,NSE,1.57
"January 03, 2024",BANKA,Banka BioLoo Limited,****************************** LIMITED,1,"71,300",USD,NSE,1.57
"January 03, 2024",BANKA,Banka BioLoo Limited,************WAL,1,"1,00,000",USD,NSE,1.68
"January 03, 2024",BANKA,Banka BioLoo Limited,******************T LTD,0,"77,956",USD,NSE,1.65
"January 03, 2024",BANKA,Banka BioLoo Limited,******************T LTD,1,"77,956",USD,NSE,1.68
"January 03, 2024",CUPID,Cupid Limited,**************** FUND,0,"75,000",USD,NSE,14.32
"January 03, 2024",ENGINERSIN,Engineers India Ltd.,***********************AL LLP,0,"53,00,184",USD,NSE,2.44
"January 03, 2024",ENGINERSIN,Engineers India Ltd.,***********************AL LLP,1,"53,00,184",USD,NSE,2.44
"January 03, 2024",EXCEL,Excel Realty N Infra Ltd,***************************LIMITED,0,"93,02,721",USD,NSE,0.01
"January 03, 2024",GANGAFORGE,Ganga Forging Limited,*****************HBHAI,1,"5,95,000",USD,NSE,0.08
"January 03, 2024",GATECHDVR,GACM Technologies Limited,********************MITED,1,"4,50,000",USD,NSE,0.09
"January 03, 2024",GATECHDVR,GACM Technologies Limited,***************PUDI,0,"4,48,000",USD,NSE,0.09
"January 03, 2024",GODHA,Godha Cabcon Insulat Ltd,***************************LIMITED,0,"35,70,208",USD,NSE,0.01
"January 03, 2024",GODHA,Godha Cabcon Insulat Ltd,***************************LIMITED,1,"65,00,000",USD,NSE,0.01
"January 03, 2024",GOYALSALT,Goyal Salt Limited,************************* CELL 1,1,"90,000",USD,NSE,1.9
"January 03, 2024",GTL,GTL Limited,************ING,0,"10,37,100",USD,NSE,0.17
"January 03, 2024",GTL,GTL Limited,************ING,1,"10,82,104",USD,NSE,0.17
"January 03, 2024",HRHNEXT,HRH Next Services Limited,****************************** PVT LTD,0,"3,27,000",USD,NSE,0.51
"January 03, 2024",HRHNEXT,HRH Next Services Limited,*******************S LTD,1,"1,29,000",USD,NSE,0.52
"January 03, 2024",HRHNEXT,HRH Next Services Limited,************************************LIMITED  .,0,"90,000",USD,NSE,0.52
"January 03, 2024",INDOAMIN,Indo Amines Limited,***********************AL LLP,0,"4,80,088",USD,NSE,1.89
"January 03, 2024",INDOAMIN,Indo Amines Limited,***********************AL LLP,1,"4,80,088",USD,NSE,1.89
"January 03, 2024",IPL,India Pesticides Limited,********************T LTD,0,"7,80,172",USD,NSE,4.37
"January 03, 2024",IPL,India Pesticides Limited,********************T LTD,1,"7,85,390",USD,NSE,4.36
"January 03, 2024",IRCON,Ircon International Ltd,***********************AL LLP,0,"70,74,647",USD,NSE,2.19
"January 03, 2024",IRCON,Ircon International Ltd,***********************AL LLP,1,"70,74,647",USD,NSE,2.2
"January 03, 2024",IRCON,Ircon International Ltd,****************ITED,0,"63,18,205",USD,NSE,2.2
"January 03, 2024",IRCON,Ircon International Ltd,****************ITED,1,"65,55,606",USD,NSE,2.2
"January 03, 2024",KAVVERITEL,Kavveri Telecom Products,*************URES,1,"1,02,025",USD,NSE,0.17
"January 03, 2024",KELLTONTEC,Kellton Tech Sol Ltd,***********************AL LLP,0,"8,27,698",USD,NSE,1.29
"January 03, 2024",KELLTONTEC,Kellton Tech Sol Ltd,***********************AL LLP,1,"8,27,698",USD,NSE,1.29
"January 03, 2024",KELLTONTEC,Kellton Tech Sol Ltd,****************ITED,0,"4,67,923",USD,NSE,1.29
"January 03, 2024",KELLTONTEC,Kellton Tech Sol Ltd,****************ITED,1,"5,28,095",USD,NSE,1.29
"January 03, 2024",KOPRAN,Kopran Ltd.,***********************AL LLP,0,"4,36,211",USD,NSE,3.25
"January 03, 2024",KOPRAN,Kopran Ltd.,***********************AL LLP,1,"4,36,211",USD,NSE,3.25
"January 03, 2024",LLOYDS-RE,LLOYDS ENGG WORK LIMITED,****************************LIMITED,1,"5,00,000",USD,NSE,0.29
"January 03, 2024",LLOYDS-RE,LLOYDS ENGG WORK LIMITED,**********************PRASAD,1,"5,00,000",USD,NSE,0.3
"January 03, 2024",LLOYDS-RE,LLOYDS ENGG WORK LIMITED,************* HUF,0,"5,00,000",USD,NSE,0.29
"January 03, 2024",MITTAL,Mittal Life Style Limited,************************LIMITED,0,"18,98,000",USD,NSE,0.03
"January 03, 2024",MITTAL,Mittal Life Style Limited,************************LIMITED,1,"6,00,000",USD,NSE,0.03
"January 03, 2024",MITTAL,Mittal Life Style Limited,****************REWAL,0,"17,50,050",USD,NSE,0.03
"January 03, 2024",MITTAL,Mittal Life Style Limited,****************REWAL,1,"18,00,050",USD,NSE,0.03
"January 03, 2024",MKPL,M K Proteins Limited,*****************S LLP,0,"6,83,000",USD,NSE,0.87
"January 03, 2024",NDTV,New Delhi Television Limi,***********************AL LLP,0,"21,69,244",USD,NSE,3.51
"January 03, 2024",NDTV,New Delhi Television Limi,***********************AL LLP,1,"21,69,244",USD,NSE,3.5
"January 03, 2024",NDTV,New Delhi Television Limi,****************ITED,0,"4,07,548",USD,NSE,3.47
"January 03, 2024",NDTV,New Delhi Television Limi,****************ITED,1,"3,76,909",USD,NSE,3.48
"January 03, 2024",NDTV,New Delhi Television Limi,************* LLP,0,"5,58,227",USD,NSE,3.49
"January 03, 2024",NDTV,New Delhi Television Limi,************* LLP,1,"5,31,260",USD,NSE,3.49
"January 03, 2024",ONDOOR,On Door Concepts Limited,******************************* LIMITED,1,"88,800",USD,NSE,3.36
"January 03, 2024",PANACEABIO,Panacea Biotec Ltd.,************************LIMITED,0,"5,00,000",USD,NSE,2.29
"January 03, 2024",RAJMET,Rajnandini Metal Limited,***************************************RIVATE LTD,0,"15,00,000",USD,NSE,0.16
"January 03, 2024",RAJMET,Rajnandini Metal Limited,***************************************RIVATE LTD,1,"5,00,000",USD,NSE,0.18
"January 03, 2024",RATNAVEER,Ratnaveer Precision Eng L,*************** LTD,0,"2,75,494",USD,NSE,1.36
"January 03, 2024",RATNAVEER,Ratnaveer Precision Eng L,*************** LTD,1,"2,75,494",USD,NSE,1.36
"January 03, 2024",RIIL,Reliance Indl Infra Ltd,***********************AL LLP,0,"86,314",USD,NSE,16.94
"January 03, 2024",RIIL,Reliance Indl Infra Ltd,***********************AL LLP,1,"86,314",USD,NSE,16.94
"January 03, 2024",RILINFRA,Rachana Infra Ltd,***************INGH,0,"25,100",USD,NSE,1.04
"January 03, 2024",RILINFRA,Rachana Infra Ltd,***************INGH,1,"93,700",USD,NSE,1.04
"January 03, 2024",RPOWER,Reliance Power Limited,**************************************TE LIMITED,0,"2,12,29,872",USD,NSE,0.3
"January 03, 2024",RPOWER,Reliance Power Limited,**************************************TE LIMITED,1,"36,06,542",USD,NSE,0.31
"January 03, 2024",RPOWER,Reliance Power Limited,***********************AL LLP,0,"3,57,49,592",USD,NSE,0.31
"January 03, 2024",RPOWER,Reliance Power Limited,***********************AL LLP,1,"3,57,49,592",USD,NSE,0.31
"January 03, 2024",RPOWER,Reliance Power Limited,****************ITED,0,"5,56,49,467",USD,NSE,0.31
"January 03, 2024",RPOWER,Reliance Power Limited,****************ITED,1,"5,81,37,541",USD,NSE,0.31
"January 03, 2024",RPOWER,Reliance Power Limited,*****************MITED,0,"4,80,19,220",USD,NSE,0.31
"January 03, 2024",RPOWER,Reliance Power Limited,*****************MITED,1,"4,23,35,461",USD,NSE,0.31
"January 03, 2024",RPOWER,Reliance Power Limited,****************************** LIMITED,0,"4,32,05,954",USD,NSE,0.31
"January 03, 2024",RPOWER,Reliance Power Limited,****************************** LIMITED,1,"4,32,15,954",USD,NSE,0.31
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,*********************** PATEL,0,"98,700",USD,NSE,0.44
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,*******************USINH,0,"4,45,621",USD,NSE,0.42
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,*******************USINH,1,"3,69,544",USD,NSE,0.44
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,********JA,0,"1,02,278",USD,NSE,0.44
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,********JA,1,"1,02,278",USD,NSE,0.44
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,********BAI,0,"99,997",USD,NSE,0.44
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,********BAI,1,"99,997",USD,NSE,0.44
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,****************************IMITED .,0,"1,82,055",USD,NSE,0.44
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,****************************IMITED .,1,"1,76,055",USD,NSE,0.44
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,************************************LIMITED  .,0,"1,00,000",USD,NSE,0.44
"January 03, 2024",SAGARDEEP,Sagardeep Alloys Limited,************************************LIMITED  .,1,"50,000",USD,NSE,0.44
"January 03, 2024",SAGCEM,Sagar Cements Ltd,**************** LTD,0,"25,72,697",USD,NSE,3.54
"January 03, 2024",SAGCEM,Sagar Cements Ltd,**************** LTD,1,"25,00,647",USD,NSE,3.54
"January 03, 2024",SAGCEM,Sagar Cements Ltd,***********************AL LLP,0,"14,98,228",USD,NSE,3.54
"January 03, 2024",SAGCEM,Sagar Cements Ltd,***********************AL LLP,1,"14,98,228",USD,NSE,3.54
"January 03, 2024",SANGINITA,Sanginita Chemicals Limit,****************************** LIMITED,0,"1,55,302",USD,NSE,0.47
"January 03, 2024",SANGINITA,Sanginita Chemicals Limit,****************************** LIMITED,1,"1,55,302",USD,NSE,0.47
"January 03, 2024",SANGINITA,Sanginita Chemicals Limit,**************SHRA,1,"1,20,000",USD,NSE,0.47
"January 03, 2024",SEQUENT,Sequent Scientific Ltd.,***********************AL LLP,0,"19,46,472",USD,NSE,1.56
"January 03, 2024",SEQUENT,Sequent Scientific Ltd.,***********************AL LLP,1,"19,46,472",USD,NSE,1.56
"January 03, 2024",SHIGAN,Shigan Quantum Tech Ltd,****************************** PVT LTD,0,"1,02,000",USD,NSE,1.69
"January 03, 2024",SHRIRAMPPS,Shriram Properties Ltd,**************************************TE LIMITED,0,"9,08,080",USD,NSE,1.53
"January 03, 2024",SHRIRAMPPS,Shriram Properties Ltd,**************************************TE LIMITED,1,"1,41,405",USD,NSE,1.52
"January 03, 2024",SHRIRAMPPS,Shriram Properties Ltd,***********************AL LLP,0,"11,55,309",USD,NSE,1.53
"January 03, 2024",SHRIRAMPPS,Shriram Properties Ltd,***********************AL LLP,1,"11,55,309",USD,NSE,1.54
"January 03, 2024",SMLT,Sarthak Metals Limited,***********************AL LLP,0,"84,410",USD,NSE,3.38
"January 03, 2024",SMLT,Sarthak Metals Limited,***********************AL LLP,1,"84,410",USD,NSE,3.39
"January 03, 2024",SOLARA,Solara Active Pha Sci Ltd,***********************AL LLP,0,"3,21,776",USD,NSE,4.95
"January 03, 2024",SOLARA,Solara Active Pha Sci Ltd,***********************AL LLP,1,"3,21,776",USD,NSE,4.96
"January 03, 2024",SPARC,Sun Pharma Advanced Resea,***********************AL LLP,0,"24,67,529",USD,NSE,4.4
"January 03, 2024",SPARC,Sun Pharma Advanced Resea,***********************AL LLP,1,"24,67,529",USD,NSE,4.4
"January 03, 2024",URJA,Urja Global Limited,**************************************TE LIMITED,0,"13,78,218",USD,NSE,0.19
"January 03, 2024",URJA,Urja Global Limited,**************************************TE LIMITED,1,"30,87,144",USD,NSE,0.19
"January 03, 2024",URJA,Urja Global Limited,***********************AL LLP,0,"44,06,632",USD,NSE,0.19
"January 03, 2024",URJA,Urja Global Limited,***********************AL LLP,1,"44,06,632",USD,NSE,0.19
"January 03, 2024",URJA,Urja Global Limited,****************ITED,0,"54,21,707",USD,NSE,0.19
"January 03, 2024",URJA,Urja Global Limited,****************ITED,1,"66,26,996",USD,NSE,0.19
"January 03, 2024",URJA,Urja Global Limited,************* LLP,0,"33,44,314",USD,NSE,0.19
"January 03, 2024",URJA,Urja Global Limited,************* LLP,1,"35,70,683",USD,NSE,0.19
"January 03, 2024",USK,Udayshivakumar Infra Ltd,****************ITED,0,"4,18,499",USD,NSE,0.53
"January 03, 2024",USK,Udayshivakumar Infra Ltd,****************ITED,1,"4,43,622",USD,NSE,0.53
"January 03, 2024",USK,Udayshivakumar Infra Ltd,************* LLP,0,"2,89,294",USD,NSE,0.54
"January 03, 2024",USK,Udayshivakumar Infra Ltd,************* LLP,1,"2,98,760",USD,NSE,0.54
"January 03, 2024",VIKASLIFE,Vikas Lifecare Limited,******************************* LIMITED,0,"1,33,64,505",USD,NSE,0.06
"January 03, 2024",VIKASLIFE,Vikas Lifecare Limited,******************************* LIMITED,1,"1,32,62,963",USD,NSE,0.06
"January 04, 2024",ADORWELD,Ador Welding Limited,***********************AL LLP,0,"1,00,395",USD,NSE,20.11
"January 04, 2024",ADORWELD,Ador Welding Limited,***********************AL LLP,1,"1,00,395",USD,NSE,20.09
"January 04, 2024",AKG,AKG Exim Limited,***********WAL,1,"2,04,000",USD,NSE,0.29
"January 04, 2024",AKSHAR,Akshar Spintex Limited,***************************************TE LIMITED,0,"24,00,000",USD,NSE,0.05
"January 04, 2024",AKSHAR,Akshar Spintex Limited,***************INGH,1,"12,87,974",USD,NSE,0.05
"January 04, 2024",AKSHAR,Akshar Spintex Limited,***************************LIMITED,0,"15,00,000",USD,NSE,0.05
"January 04, 2024",ATL,Allcargo Terminals Ltd,***********************AL LLP,0,"23,20,069",USD,NSE,0.81
"January 04, 2024",ATL,Allcargo Terminals Ltd,***********************AL LLP,1,"23,19,967",USD,NSE,0.81
"January 04, 2024",BANKA,Banka BioLoo Limited,****************************** PVT LTD,0,2,USD,NSE,1.61
"January 04, 2024",BANKA,Banka BioLoo Limited,****************************** PVT LTD,1,"78,087",USD,NSE,1.69
"January 04, 2024",BANKA,Banka BioLoo Limited,***************************A REDDY,0,"1,41,613",USD,NSE,1.63
"January 04, 2024",BANKA,Banka BioLoo Limited,***************************A REDDY,1,"1,41,613",USD,NSE,1.65
"January 04, 2024",BRNL,Bharat Road Network Ltd,***********************AL LLP,0,"9,48,954",USD,NSE,0.78
"January 04, 2024",BRNL,Bharat Road Network Ltd,***********************AL LLP,1,"9,48,954",USD,NSE,0.78
"January 04, 2024",CAPACITE,Capacite Infraproject Ltd,***********************AL LLP,0,"3,98,344",USD,NSE,3.36
"January 04, 2024",CAPACITE,Capacite Infraproject Ltd,***********************AL LLP,1,"3,98,344",USD,NSE,3.37
"January 04, 2024",CBAZAAR,Net Avenue Technologies L,****************************VT. LTD.,0,"24,000",USD,NSE,0.36
"January 04, 2024",CBAZAAR,Net Avenue Technologies L,****************************VT. LTD.,1,"1,12,000",USD,NSE,0.38
"January 04, 2024",COASTCORP,Coastal Corporation Ltd,***********************AL LLP,0,"1,07,797",USD,NSE,3.82
"January 04, 2024",COASTCORP,Coastal Corporation Ltd,***********************AL LLP,1,"1,07,797",USD,NSE,3.82
"January 04, 2024",DIL,Debock Industries Limited,***************************************TE LIMITED,0,"20,25,000",USD,NSE,0.13
"January 04, 2024",DIL,Debock Industries Limited,***************************************TE LIMITED,1,"10,27,065",USD,NSE,0.13
"January 04, 2024",DIL,Debock Industries Limited,*********LOT,1,"36,03,504",USD,NSE,0.13
"January 04, 2024",FCSSOFT,FCS Software Solutions Li,**************SHAH,0,"1,98,75,153",USD,NSE,0.06
"January 04, 2024",FCSSOFT,FCS Software Solutions Li,**************SHAH,1,"1,26,75,153",USD,NSE,0.06
"January 04, 2024",GMBREW,GM Breweries Ltd.,***********************AL LLP,0,"92,601",USD,NSE,8.16
"January 04, 2024",GMBREW,GM Breweries Ltd.,***********************AL LLP,1,"92,601",USD,NSE,8.17
"January 04, 2024",GODHA,Godha Cabcon Insulat Ltd,***************************LIMITED,1,"43,79,028",USD,NSE,0.01
"January 04, 2024",GTL,GTL Limited,****************************** PVT LTD,0,"10,00,000",USD,NSE,0.18
"January 04, 2024",GTL,GTL Limited,****************************** PVT LTD,1,"2,54,252",USD,NSE,0.18
"January 04, 2024",HCC,Hindustan Construc Co.,****************ITED,0,"70,37,980",USD,NSE,0.37
"January 04, 2024",HCC,Hindustan Construc Co.,****************ITED,1,"80,12,279",USD,NSE,0.37
"January 04, 2024",HEADSUP,Heads UP Ventures Limited,*********MPY,0,"1,21,036",USD,NSE,0.2
"January 04, 2024",HEADSUP,Heads UP Ventures Limited,*********MPY,1,"1,21,036",USD,NSE,0.2
"January 04, 2024",HFCL,HFCL Limited,***********************AL LLP,0,"88,86,808",USD,NSE,1.11
"January 04, 2024",HFCL,HFCL Limited,***********************AL LLP,1,"88,86,808",USD,NSE,1.11
"January 04, 2024",HFCL,HFCL Limited,****************ITED,0,"70,34,892",USD,NSE,1.11
"January 04, 2024",HFCL,HFCL Limited,****************ITED,1,"74,14,211",USD,NSE,1.11
"January 04, 2024",HITECH,Hi-Tech Pipes Limited,***********************AL LLP,0,"7,16,965",USD,NSE,1.53
"January 04, 2024",HITECH,Hi-Tech Pipes Limited,***********************AL LLP,1,"7,16,965",USD,NSE,1.53
"January 04, 2024",HRHNEXT,HRH Next Services Limited,***********************************E LIMITED,0,"48,000",USD,NSE,0.54
"January 04, 2024",HRHNEXT,HRH Next Services Limited,****************************** PVT LTD,0,"27,000",USD,NSE,0.54
"January 04, 2024",HRHNEXT,HRH Next Services Limited,****************************** PVT LTD,1,"2,25,000",USD,NSE,0.54
"January 04, 2024",IBREALEST,Indiabulls Real Estate Li,***********************AL LLP,0,"38,95,019",USD,NSE,1.12
"January 04, 2024",IBREALEST,Indiabulls Real Estate Li,***********************AL LLP,1,"38,95,019",USD,NSE,1.12
"January 04, 2024",IBREALEST,Indiabulls Real Estate Li,****************ITED,0,"34,88,564",USD,NSE,1.11
"January 04, 2024",IBREALEST,Indiabulls Real Estate Li,****************ITED,1,"32,89,393",USD,NSE,1.12
"January 04, 2024",INDIAGLYCO,India Glycols Ltd,***********************AL LLP,0,"1,95,748",USD,NSE,10.83
"January 04, 2024",INDIAGLYCO,India Glycols Ltd,***********************AL LLP,1,"1,95,748",USD,NSE,10.83
"January 04, 2024",INDOAMIN,Indo Amines Limited,***********************AL LLP,0,"4,34,777",USD,NSE,2.02
"January 04, 2024",INDOAMIN,Indo Amines Limited,***********************AL LLP,1,"4,34,777",USD,NSE,2.02
"January 04, 2024",INDOAMIN,Indo Amines Limited,*****************MITED,0,"3,89,303",USD,NSE,2.02
"January 04, 2024",INDOAMIN,Indo Amines Limited,*****************MITED,1,"21,303",USD,NSE,1.99
"January 04, 2024",INDTERRAIN,Ind Terrain Fashions Ltd,***********************AL LLP,0,"3,10,762",USD,NSE,0.91
"January 04, 2024",INDTERRAIN,Ind Terrain Fashions Ltd,***********************AL LLP,1,"3,10,762",USD,NSE,0.91
"January 04, 2024",INFOLLION,Infollion Research Ser L,**************** LTD,0,"1,04,800",USD,NSE,2.73
"January 04, 2024",INFOLLION,Infollion Research Ser L,**************** LTD,1,"96,800",USD,NSE,2.75
"January 04, 2024",INVENTURE,Inventure Gro & Sec Ltd,**************SHAH,0,"1,07,74,074",USD,NSE,0.04
"January 04, 2024",INVENTURE,Inventure Gro & Sec Ltd,**************SHAH,1,"94,74,074",USD,NSE,0.04
"January 04, 2024",INVENTURE,Inventure Gro & Sec Ltd,****************URES,0,"53,45,782",USD,NSE,0.04
"January 04, 2024",INVENTURE,Inventure Gro & Sec Ltd,****************URES,1,"46,00,049",USD,NSE,0.04
"January 04, 2024",INVENTURE,Inventure Gro & Sec Ltd,*********ITA,0,"66,30,000",USD,NSE,0.04
"January 04, 2024",INVENTURE,Inventure Gro & Sec Ltd,************************LIMITED,0,"59,00,000",USD,NSE,0.04
"January 04, 2024",IPL,India Pesticides Limited,*********************. LTD.,0,"6,32,625",USD,NSE,4.45
"January 04, 2024",IPL,India Pesticides Limited,*********************. LTD.,1,"6,75,142",USD,NSE,4.44
"January 04, 2024",KCP,KCP Ltd,***********************AL LLP,0,"7,99,614",USD,NSE,2.06
"January 04, 2024",KCP,KCP Ltd,***********************AL LLP,1,"7,99,614",USD,NSE,2.06
"January 04, 2024",KHANDSE,Khandwala Sec. Ltd,***********HVI,1,"79,364",USD,NSE,0.32
"January 04, 2024",LATTEYS,Latteys Industries Ltd,***********************IMITED,0,"7,10,358",USD,NSE,0.4
"January 04, 2024",LATTEYS,Latteys Industries Ltd,***********************IMITED,1,"7,10,358",USD,NSE,0.41
